SMILES,MW,LogP,NumHDonors,NumHAcceptors,TPSA,Solubility
CNNCNC,89.142,-1.1126999999999996,3,3,36.089999999999996,-4.61740576961612
NCNONCN,106.129,-2.1553999999999993,4,5,85.33,-0.5934047627008638
CCCOONNOCC,150.17799999999997,0.30529999999999996,2,5,51.75,-2.410672457191603
OCCOOONOOOOC,187.10399999999998,-1.2806999999999997,2,9,96.87000000000002,-1.4903666954626296
ONCNCCNNCOONC,195.223,-2.353399999999997,6,8,98.84,-2.4099922218482392
OONCCOOOONNO,187.10800000000003,-1.8095999999999997,5,10,122.70000000000002,-2.2370036114655103
CNCCCOOOONONNN,213.19400000000002,-2.2735999999999983,5,10,120.29,-1.5782355107404928
OOOCCNCNOCNO,183.16400000000002,-1.5877999999999988,5,8,104.24000000000001,-1.2890447083790342
COCNO,77.083,-0.4309,2,3,41.489999999999995,-3.3963456129560425
CNOCOOOCN,138.123,-1.1090999999999998,2,6,74.97,-1.308795982114288
NCNOCOOCO,138.12300000000002,-1.7206999999999995,3,6,85.97000000000001,-2.177779108879568
NCCNCOCNNONOO,197.19500000000002,-2.5986999999999982,6,9,122.06000000000002,-2.364566759402628
COOOCOC,108.093,0.09989999999999999,0,4,36.92,-2.237293627722149
ONOOONCCNCCC,181.19199999999998,-0.7358000000000005,4,7,84.01,-1.0239685905925422
NCCOCCO,105.13699999999999,-1.0460000000000003,2,3,55.480000000000004,-1.462027678623175
OOOCC,78.06700000000001,0.42749999999999994,1,3,38.69,-3.7011471491945973
NNNCCNCC,118.18400000000001,-1.4361999999999997,4,4,62.11,-1.8823012277364664
NNOOCO,94.07,-1.7372999999999998,3,5,76.74000000000001,-0.039673043499768745
CCCONNCNOCNNON,210.238,-2.242099999999997,6,9,113.86,-1.9913481824517991
OOONOOCCNNNOO,202.12300000000002,-2.2211999999999996,6,11,134.73000000000002,-1.2781704449712448
OCONOCNCO,138.12300000000002,-2.1140999999999996,4,6,82.98,-0.5962820988068236
OCONNN,93.08600000000001,-2.1643,4,5,79.54,-3.3047448243575035
CCONOCOOC,137.135,-0.005400000000000071,1,5,48.95,-1.1246050395549807
ONNNNON,109.08900000000001,-2.7157,6,7,103.6,-2.757903780727364
CNONOOCCNCC,165.19299999999998,-0.8853,3,6,63.78,-2.19477777984233
NONCOC,92.098,-1.0148,2,4,56.510000000000005,-1.396179910887759
NCONC,76.099,-0.9463999999999999,2,3,47.28,-0.8619485457852325
NNCOCNOOOC,153.138,-1.6044999999999996,3,7,87.00000000000001,-1.7526648875594377
CONCNOCONCC,165.19299999999998,-0.8852999999999998,3,6,63.78,-0.7952832433593768
NOCCOC,91.11,-0.4769000000000001,1,3,44.480000000000004,-1.6385669750128267
OCONCCOCCO,151.162,-1.5336999999999996,3,5,70.95,-2.0230988594972668
COCCCONOC,135.163,0.10549999999999998,1,4,39.72,-2.1147705838330966
CNNOOOON,125.084,-1.6894999999999998,3,7,87.0,-1.959457843016889
NOONONOCO,141.083,-2.3695,4,8,107.23000000000002,-1.8373791397394925
COOONOCCNNOO,185.13600000000002,-1.568999999999999,4,9,102.47000000000001,-3.6165115426549113
NOCONCNOCOCC,181.19199999999998,-1.1718999999999997,3,7,87.00000000000001,-1.6548787001928993
CCCNNONCNNCN,178.23999999999998,-2.105299999999998,6,7,95.39999999999999,-3.1474992192640165
OCNOO,79.05499999999999,-1.0695999999999999,3,4,61.72,-0.7172823803275363
CCOOONCNC,136.151,-0.4323999999999999,2,5,51.75,-1.2817463045199824
CCCONNOCC,134.179,0.37370000000000003,2,4,42.519999999999996,-0.9561459123821388
NCCOOCCNCCNOCC,207.27399999999997,-0.975999999999998,3,6,77.77000000000001,-0.45399907830575414
NCCCCONO,120.15199999999999,-0.3643,3,4,67.51,-0.2633334957123401
NNOOCCCN,121.14000000000001,-1.338299999999999,3,5,82.53,-1.5137483404414493
NCNNONCONNNON,198.187,-4.2738,8,11,151.91000000000003,-0.9739984060474229
COOCCOOCNNCCN,195.219,-1.4769999999999979,3,7,87.0,-0.5484904241333146
OCCNCOC,105.137,-0.8277999999999999,2,3,41.489999999999995,-1.1697267002878071
ONCCNNCOCOO,167.165,-1.5193999999999988,5,7,95.01,-0.5115160138205999
NNNCOCOO,123.112,-1.6244999999999996,4,6,88.77000000000001,-3.076629925545414
CNNNNCN,105.14500000000001,-2.3641999999999994,5,5,74.14,-1.1001640787729583
COONCNCNCCN,164.20899999999997,-1.878099999999998,4,6,80.57000000000001,-2.2657291086884683
ONNNN,78.07500000000002,-2.1519000000000004,5,5,82.34,-2.3146578319659525
ONCNCNNNONO,168.15700000000004,-3.105999999999999,8,9,121.87,-2.5782759236848003
OCNNNOOCO,139.111,-2.6519999999999997,5,7,95.01,-1.0496145354510293
CCNNCN,89.14200000000001,-0.9832999999999994,3,3,50.08,-1.1214292330328457
CCCCOONNCCCNNC,206.29,-0.1419999999999988,4,6,66.58,-1.7394851273419962
NCCCNNOONOOC,182.17999999999998,-1.7097999999999993,4,8,99.03000000000002,-2.685682698865242
CCONNOOOOC,154.12199999999999,-0.6116999999999999,2,7,70.21000000000001,-0.9573518919021007
NNNOOCCCO,137.139,-1.8001,4,6,88.77000000000001,-1.7444145122084396
NOCCOOOCC,137.135,-0.22360000000000002,1,5,62.94000000000001,-1.505510423899283
OCOOOOO,112.03699999999999,-0.7794000000000001,2,6,77.38000000000001,-2.522411032460377
OONCC,77.083,0.0004999999999999449,2,3,41.49,-2.8767560236687855
CNCNCCCONNNO,179.22400000000005,-1.9373999999999985,6,7,89.61,-1.831968121697677
NCOCCCNOCNC,163.221,-0.9925999999999988,3,5,68.54,-1.968864492311786
CCNONOONON,154.12599999999998,-1.7947999999999995,4,8,99.03,-3.140251307916452
COOCCONCOCNN,181.192,-1.519499999999998,3,7,87.0,-2.600698503423189
CCOOOCOCNO,153.13400000000001,-0.20350000000000013,2,6,69.18,-2.049315232260746
CCCNONN,105.141,-0.7040999999999995,3,4,59.31,-3.2659108163427293
NNCNCOONOO,154.126,-2.1883,5,8,110.03000000000002,-0.9150407829791745
CONCCNOCOONCC,195.219,-0.9111999999999989,3,7,73.01,-3.915126200138848
CNCCCCC,101.193,1.396,1,1,12.03,-1.1555603374396228
CCNOO,77.083,0.0004999999999999449,2,3,41.489999999999995,-1.6354032630739725
OOONOCCNN,139.111,-1.692899999999999,4,7,98.0,0.08500495220899262
OCCCNOCNN,135.16699999999997,-1.6891999999999987,4,5,79.53999999999999,-1.2178353859502373
CNNCOOOOCCN,167.16499999999996,-1.5619999999999987,3,7,87.0,-1.7739135919464635
NOCONCONNONO,185.14000000000001,-2.8358999999999996,6,10,131.29000000000002,-3.0110393602424934
CONON,78.07100000000001,-1.0573000000000004,2,4,56.51,-2.726430401595615
CNCCOCC,103.16499999999999,0.24229999999999974,1,2,21.259999999999998,-0.9590160674181638
OCOCNC,91.10999999999999,-0.8703000000000001,2,3,41.49,-1.6700843932262202
CNOCOOONOCOO,186.11999999999998,-1.1419999999999992,3,9,99.67000000000002,-2.6175057598098497
CNCCNOCCCN,147.22199999999998,-0.9241999999999986,3,4,59.31,-4.496958551384923
COONO,79.05499999999999,-0.5418000000000001,2,4,50.72,-1.7583481549687896
OOCCCCOCCNOO,181.18800000000002,0.2669999999999999,3,6,80.18,-1.0849939829437045
CNCCCNC,102.181,-0.18469999999999986,2,2,24.06,-2.0041091890508786
CCNON,76.099,-0.5988,2,3,47.28,-4.184570360793728
OOONOCCCC,137.135,0.6438999999999997,2,5,59.95,-2.550065542542828
NOOCOCCO,123.10799999999999,-1.2253000000000003,2,5,73.94000000000001,-0.8087315954002103
OOONOONCONN,172.097,-2.3675999999999995,5,10,128.49,-1.8368485226772793
NCOCNCOCNNNO,181.19600000000003,-2.614099999999998,6,8,112.83000000000001,0.6144995431124962
NCCNCNN,104.15700000000001,-2.0444999999999993,4,4,76.1,-2.9047604940161857
COCCONOONOOO,186.12,-1.141999999999999,3,9,99.67000000000002,-2.3456143907182136
NCNOO,78.071,-1.1031999999999997,3,4,67.51,-2.6269918822869283
NNOCCONNNCN,166.185,-3.1720999999999986,6,8,118.62,-3.353538163539654
COCOCNNC,120.152,-0.7115999999999996,2,4,42.52,-1.3343673299229801
OOONOOCCONCNCO,215.162,-2.206499999999999,5,10,122.70000000000002,-2.412229177691384
NOCCCCCNONNCOC,208.26200000000003,-0.8186999999999982,4,7,89.80000000000001,-1.1396864499937513
OCNNCNCOCONO,182.18,-2.580499999999998,6,8,107.04,-1.485994455583851
CNCCNOO,106.12499999999997,-0.7999999999999998,3,4,53.519999999999996,-2.9600581795912615
CNCCNONCNCC,162.23699999999997,-1.201399999999999,4,5,57.35,-2.5934457038874665
NNNCOOCOOONN,185.14000000000001,-2.9243999999999994,5,10,134.28000000000003,-2.0886238750532806
OOCCNCNONCCNO,196.207,-1.972299999999998,6,8,107.04,-2.825074848641427
NNCCCNNOCONCC,193.25099999999998,-1.6357999999999977,5,7,92.60000000000001,-1.7763962808633948
NCCCCOOCCNCC,176.26,0.2830000000000002,2,4,56.510000000000005,-2.3503606521783467
NNCCCNCCNNOOCN,208.266,-2.6969999999999974,6,8,118.62,-2.5978585883291743
OCCCCCN,103.16500000000002,0.10770000000000002,2,2,46.25,-2.0543643945936743
CONCNN,91.114,-1.4417999999999989,3,4,59.31,-1.8462990924225207
OOONC,79.05499999999999,-0.45799999999999996,2,4,50.72,-1.8303555857240457
CNNCOCOONNN,167.169,-2.5268999999999986,5,8,101.83,-2.113178560424693
NOCNCCNCOCO,165.193,-2.0626999999999986,4,6,88.77000000000001,-0.48096165538815017
NNCCNNONNO,152.158,-3.126099999999999,7,8,115.63000000000001,-3.886393813773502
CCNOCOONNN,152.154,-1.6838999999999986,4,7,89.8,-2.512634369234659
NCNOCNNCCNONNO,211.22600000000006,-3.604899999999998,8,10,136.89000000000001,-1.4949441390946638
NNNOOCONNCN,168.15699999999998,-3.2829999999999995,6,9,127.85000000000001,-2.8634434359910257
OOONCNCNCCCC,179.21999999999997,-0.19350000000000023,4,6,74.78,-3.885573372883302
NOOOCCNO,124.09599999999999,-1.2812999999999997,3,6,85.97000000000001,-1.8648885180697903
OCCOOCON,123.108,-1.2252999999999996,2,5,73.94,-1.3641990761778642
OOCNNNONCNO,169.141,-2.5951999999999993,7,9,119.07000000000001,-1.0959727967615644
CCCNNONNOC,150.182,-1.007199999999999,4,6,66.58,-2.678604456251341
NNCONC,91.11399999999999,-1.4417999999999995,3,4,59.31,-2.4472695432826064
OCOONCCNNNCOCO,212.206,-3.088299999999997,6,9,116.27000000000001,-2.575130016179408
NONONOOOOO,159.054,-1.9831000000000003,4,10,125.69000000000003,-2.0311276332234267
NOCNON,93.08600000000001,-1.7708999999999993,3,5,82.53,-1.9678180608850169
COCNNC,90.12599999999999,-0.6857000000000002,2,3,33.29,-3.1597403549369565
CNNOOOCOCOO,170.12099999999998,-1.0735999999999999,3,8,90.44000000000001,-1.7213518084912347
ONNNNNCOC,137.143,-2.4124999999999988,6,7,89.61,-0.7875222104620485
OCOCOONONOCCC,198.17499999999995,-0.8590999999999995,3,8,90.44000000000001,-3.110891521470367
OCNCC,75.111,-0.45430000000000015,2,2,32.26,-2.7811100793962207
OCOOCNNOONNOO,202.12300000000005,-2.7868999999999993,6,11,134.73000000000002,-1.4915992504900917
CCCONO,91.10999999999999,0.30679999999999996,2,3,41.489999999999995,-2.5425830501024542
COCNONNNOCCON,197.19499999999996,-2.5527999999999986,5,9,111.06,-2.633883135921977
OOCCNCNCN,135.16699999999997,-1.4710999999999983,4,5,79.54,0.13453549019253463
CNCNNOC,105.14099999999999,-1.1810999999999998,3,4,45.31999999999999,-1.9240898812069347
NCCCCONCNOCCC,191.27499999999998,0.13520000000000065,3,5,68.54,-2.551622585395028
ONNONCCNNNO,168.15700000000004,-3.105999999999999,8,9,121.87,-1.2350560904706258
OOOCO,80.039,-0.6426000000000001,2,4,58.92,-0.7101379338186451
CCOCONNCNOOC,181.192,-0.9536999999999989,3,7,73.01,-1.6534448054569224
NCNCCCN,103.16900000000001,-1.158999999999999,3,3,64.07,-4.020719987058147
NNNOONNOCONN,185.144,-3.8892999999999995,7,11,149.11,-1.6003864490735848
OOOONCCCNNO,169.13700000000003,-1.2826999999999995,5,8,104.24000000000001,-1.882201197025044
CONCN,76.099,-0.9463999999999997,2,3,47.28,-4.2188873891266345
NOOCCNO,108.097,-1.2129,3,5,76.74000000000001,-1.3230578853403276
CNCONNN,106.129,-1.937199999999999,4,5,71.34,-0.697333078146056
NOCNONNNNN,153.14600000000002,-3.7524999999999995,7,9,130.65,-2.5099615098296275
OCOCO,78.067,-1.0974000000000002,2,3,49.69,-3.084234576235605
CNCOOONNON,154.126,-2.1423999999999994,4,8,99.03,-2.725758495857748
NONCNONONCC,167.16899999999998,-2.1792999999999987,5,8,101.83000000000001,-2.0937329542107106
NCOONNONN,139.11499999999998,-2.8301,5,8,115.82000000000001,-1.6736654994202533
NNNOCOOCNCNCN,196.21099999999998,-3.1979999999999986,6,9,127.85000000000001,-3.021930816637231
CCNNOOCC,120.15199999999999,-0.016400000000000414,2,4,42.519999999999996,-1.5957099352796544
CNONONOC,123.112,-1.3604,3,6,63.78,-2.7519585005941503
NCOOOOOCOONOCC,216.146,-0.9926000000000001,2,10,111.89000000000003,-2.782820281275931
NONONCOCONCC,182.18,-1.7097999999999993,4,8,99.03000000000002,-1.8165203404176786
NONNNCCNCNC,164.213,-2.842999999999998,6,7,95.4,-1.209705781153066
OCCCO,76.095,-0.6389,2,2,40.46,-1.0379021746745831
OOOOOCON,127.052,-0.8814000000000002,2,7,92.4,-1.956060246096727
COONNOCN,123.11200000000001,-1.578599999999999,3,6,77.77,-1.9473147852018913
OCNNNCCOC,135.167,-1.8185999999999987,4,5,65.55,-1.7548103281893153
CNNONOONN,139.11499999999998,-2.6118999999999994,5,8,101.83,-3.187730116108506
OCNOOCCCC,135.163,0.1890999999999996,2,4,50.72,-2.1828563748226717
CONOCCOOOO,155.106,-0.5782,2,7,78.41000000000001,-2.145131144007601
CNNONNNO,123.116,-2.455,6,7,89.61,-3.00087450719042
COOCCCNCOOCONC,210.23,-0.44169999999999865,2,7,70.21000000000001,-2.497979439313002
COONO,79.05499999999999,-0.5418000000000001,2,4,50.72,-1.4058879166840925
CNONOCCOOOOON,201.135,-1.8096999999999985,3,10,114.69000000000001,-2.8467914845658506
CONCNNNOOO,154.126,-1.9700999999999995,5,8,96.04,-3.560142362365572
CCNONCC,104.15299999999999,0.0519999999999996,2,3,33.29,-0.460552356106086
OCOCNOCNONCOO,199.16299999999998,-2.138099999999998,5,9,113.47000000000001,-1.9559598037522439
CNOCCCO,105.137,-0.4802000000000001,2,3,41.489999999999995,-2.583782286658344
CNONNNNOC,137.143,-2.282799999999999,5,7,78.61,-1.7073088069048297
CCOCN,75.111,-0.06089999999999984,1,2,35.25,1.2466385067356351
NNNOOONOCN,155.11399999999998,-2.8985000000000003,5,9,125.05000000000001,-2.5369875893378895
CCNOONC,106.125,-0.4065000000000003,2,4,42.519999999999996,-2.394072842929334
CCNCCNNONCC,162.237,-0.853799999999999,4,5,57.349999999999994,-2.787218028177272
OOCNCNCNOOO,169.137,-1.546499999999999,5,8,104.24000000000001,-1.6453201933599497
CONNNNCCONC,165.197,-2.197799999999998,5,7,78.61,-1.709640602830107
OONCOOOONNCNO,202.12300000000002,-2.3049999999999997,6,11,134.73000000000002,-4.547659785373776
NCOCNNNNO,137.143,-2.630699999999999,6,7,103.60000000000001,-3.55390037279945
NNNCNNCNC,134.187,-2.817099999999999,6,6,86.17,0.09359050522892076
ONOOOCNC,124.096,-1.0631000000000002,3,6,71.98,-0.6628173908488988
NCNNNOONN,138.13099999999997,-3.2571000000000003,6,8,118.62,-1.00432762046988
NNNCCCNO,120.156,-1.6767999999999992,5,5,82.34,-4.003207128363995
ONCOCNOOONNO,186.12400000000002,-2.3203999999999994,6,10,125.50000000000001,-1.3397557442003265
OOCOCOCONNN,169.137,-1.718799999999999,4,8,107.23,-1.1886913908386836
NOCCOO,93.082,-0.6337000000000002,2,4,64.71000000000001,-1.3943266031049733
CONOONOCNNCO,184.15200000000002,-2.5616999999999988,5,9,105.27000000000001,-3.0975462624719547
OOCOONONONOOCC,217.134,-1.3582000000000003,4,11,120.93000000000002,-2.2779150359420712
CNNONOO,109.085,-1.4487999999999994,4,6,74.78,-1.2864043772213767
OCNNONOCNOO,170.125,-2.6500999999999992,6,9,116.27000000000001,-1.6193925551692316
NCNCNC,89.14199999999998,-1.3308999999999997,3,3,50.08,-2.2909564191622285
ONNOCNCCNO,152.15400000000002,-2.0726999999999993,6,7,97.81,-1.5575442984157313
NCNCNONCCOOCCO,210.23399999999995,-2.5839999999999965,5,8,110.03000000000002,-1.585790177004006
NNNCNNNOCCO,166.18499999999997,-3.565499999999999,7,8,115.63000000000001,-1.9095054184507714
OCNCOCOOOCCOOC,213.18599999999995,-1.0847999999999995,2,8,87.64000000000001,-3.1362819249504006
NCNCOCNCCCCC,175.27599999999995,0.2036,3,4,59.31,-1.3973010199066325
NNNCNNNONOCOOC,213.19799999999998,-3.5860999999999974,7,11,135.12,-0.7753510899328551
ONCNNCO,107.11299999999999,-2.0332999999999997,5,5,76.55,-1.6021806119164461
OONONNNNO,141.08700000000002,-2.6802,7,9,119.07000000000001,-2.599795265748485
CNNONONONCNCCC,210.23799999999997,-2.0238999999999976,6,9,99.87,-0.9048564274607167
COOONNC,108.097,-0.8650000000000002,2,5,51.75,-1.5987750229757127
OCNNOCCNNC,150.18200000000002,-2.3139999999999974,5,6,77.58,-2.448635509040444
NCCNCCNN,118.18400000000001,-2.001999999999999,4,4,76.1,-2.3068216197365716
OOCCCOOCCOCCC,194.22699999999995,1.2408999999999997,1,5,57.150000000000006,-2.852966723712769
OOCCNCNNOCO,167.165,-2.0012999999999987,5,7,95.01,-2.21196608508214
NOOOOOON,128.04,-1.5916000000000001,2,8,107.42000000000002,-1.8967193787218655
CCNCCNCOOCCC,176.25999999999996,0.5011999999999996,2,4,42.519999999999996,-4.099554702981136
ONONN,79.05900000000001,-1.7248999999999999,4,5,79.53999999999999,-1.8126212745070513
CCCNOOCNCCO,164.20499999999998,-0.6113999999999997,3,5,62.75,-3.0093484972222537
OONNONONNONCO,202.127,-3.7518,8,12,149.56,-2.0092361215701664
CCCCONN,104.153,0.18140000000000017,2,3,47.28,-2.526583262991799
NCNNOOOONO,156.09799999999998,-2.383,5,9,119.26000000000002,-1.8792900605748457
NOCNOONONCCCN,197.19499999999996,-2.4233999999999982,5,9,125.05000000000001,-2.0719267892529687
NCCNNCONOO,152.154,-2.077399999999999,5,7,100.80000000000001,-3.157041856905532
OOCCNOCOONNOO,201.13500000000002,-1.6832999999999991,5,10,122.70000000000002,-0.48517938646578607
NNNONCOC,122.128,-2.0055999999999994,4,6,80.57000000000001,-1.534445340694927
OCOONCOOCNN,169.137,-2.2844999999999995,4,8,107.23,-0.3998865376229723
CNNCOONOOO,155.11,-1.543099999999999,4,8,93.24000000000001,-0.9426053085281465
NOCNOC,92.098,-1.0148,2,4,56.510000000000005,-1.5954549394690867
NNOOCCCOO,138.12300000000002,-0.8073999999999999,3,6,85.97000000000001,-3.3837710061120396
CCONONCCOONN,182.18,-1.7097999999999978,4,8,99.03,-2.5166557921913073
OOCCOCNOCCOC,181.18799999999996,-0.38229999999999986,2,6,69.18,-3.2430855447825966
CNNNNNOCO,137.143,-2.8943999999999988,6,7,89.61,-2.763761089344345
NCOOCC,91.11,-0.12929999999999997,1,3,44.480000000000004,-1.751791283117245
COCOCN,91.11000000000001,-0.4768999999999998,1,3,44.480000000000004,-1.9629360369256004
CNNNNNNNOOCCO,197.19899999999998,-3.911099999999998,8,10,122.9,-1.6364177051663824
NOOCOOCNNNOC,184.15200000000002,-2.1682999999999986,4,9,108.26000000000002,-3.085797398122506
OOCCNNNOONC,168.153,-1.9275999999999993,5,8,96.04,-2.279429701929217
ONOOOONO,128.04,-1.4146,4,8,101.44000000000001,-2.7536243235260045
OOOONNNNCON,171.113,-2.7946,6,10,131.29000000000002,-1.087651701407014
CONCN,76.099,-0.9463999999999997,2,3,47.28,-2.1789293539120003
COCCNOC,105.13699999999999,-0.21620000000000017,1,3,30.49,-2.2261468444629076
CONONNCCO,137.139,-1.9294999999999993,4,6,74.78,-1.1051851527152348
NCOCNONONCNNCO,212.21,-3.6597999999999984,7,10,134.09,-0.7239393837508119
CCNNO,76.09899999999999,-0.5103000000000002,3,3,44.29,-1.6544464181062377
COONNN,93.08600000000001,-1.5526999999999997,3,5,68.54,-3.119050463788615
OCOCNONOON,155.10999999999999,-2.327,4,8,107.23,-4.4876771412715915
CNOCCNONC,135.167,-1.2069999999999987,3,5,54.55,-0.8554473796679813
OOOCCNNOC,138.12300000000002,-0.9368000000000003,3,6,71.98,-2.4995559097017477
NNOCNCCOO,137.139,-1.5819999999999992,4,6,88.77000000000001,-4.275360657208864
CONCNNCC,119.16799999999999,-0.7910000000000001,3,4,45.32,-3.259148497806361
NCOCNCCNNONCOO,211.222,-2.556199999999997,6,9,122.06000000000002,-2.283047344021009
CCCONNOC,120.15199999999999,-0.016400000000000137,2,4,42.519999999999996,-0.6527830504248437
OOOCNCNOCNCCOC,211.21799999999996,-1.3730999999999987,4,8,93.24000000000001,-3.2603215957441165
CCOONNNCNNCOO,197.19500000000002,-2.032899999999998,6,9,108.07000000000001,-1.8263786883690878
CNONOOCCCNCONO,212.20600000000002,-1.647199999999998,5,9,105.27000000000001,-2.780912786194636
NCCOOO,93.08199999999998,-0.6337000000000002,2,4,64.71000000000001,-1.0222572969719184
OONCONCNNCNOC,197.195,-2.380499999999998,6,9,108.07000000000001,-2.1335085621855203
OCCNNNOCCCOONC,210.23399999999998,-2.0181999999999976,5,8,96.04,-2.45943452896248
NONONNNCO,139.115,-3.2235,6,8,112.83000000000001,-0.30909271052269394
NOOOCOOOOONC,188.09199999999998,-1.4252,2,10,111.89000000000003,0.43175625674329465
OCOCNOOONNOCN,200.15099999999998,-2.8482999999999983,5,10,128.49,-0.4623422944035682
ONNNCNCN,121.14400000000002,-2.5622999999999996,6,6,94.36999999999999,-4.395961773912312
CONNNNONCCNONC,211.226,-3.256999999999998,7,10,111.9,-0.44209417916494664
OONCNCOCCON,167.16499999999996,-1.607899999999998,4,7,98.0,-1.5277718827749673
COOCONOCOOO,171.105,-0.6466000000000001,2,8,87.64000000000001,-2.9282014257962157
OCONOOONNCCCN,198.17899999999995,-2.3897999999999984,5,9,119.26,-3.423281641396194
CNONNOONOO,156.09799999999998,-2.0809999999999995,5,9,105.27000000000001,-2.1138021598436927
OCCCCNCNONO,165.19300000000004,-1.2789999999999984,5,6,85.78,-2.164890963527461
NCOOOCOOCN,154.12199999999999,-1.3956999999999993,2,7,98.19000000000001,-0.9131924277067274
CNOCNNN,106.129,-1.937199999999999,4,5,71.34,-2.791090482558331
CCNOOCCNC,134.179,-0.3215000000000001,2,4,42.519999999999996,-2.699160301701882
COOOCCCNONCNON,212.20600000000002,-1.7356999999999978,4,9,108.26,-1.408408068361164
CCCNONCOOCNNN,195.223,-1.746699999999998,5,8,101.83,-1.9956073411338568
ONCOCCNCC,134.179,-0.45120000000000027,3,4,53.519999999999996,-2.145438625677948
OCCCNONCC,134.179,-0.5854999999999999,3,4,53.519999999999996,-1.8137483416331224
OOOONNNNOCCNO,201.139,-2.7319999999999993,7,11,137.53,-2.543277572258607
NNNNCNNNN,136.163,-4.1111,8,8,124.22,-4.328676616811546
ONNCNONOO,140.099,-2.1422999999999996,6,8,107.04,-1.87764682131633
NONOONCN,124.10000000000001,-2.3346999999999998,4,7,103.79,-2.870844574454658
COCNCCOCNCC,162.233,-0.23649999999999927,2,4,42.519999999999996,-2.727821788876048
CCCNNCOCNNCNN,192.267,-2.0627999999999975,6,7,95.39999999999999,-0.7473550729809255
ONCOON,94.07000000000001,-1.2554000000000003,3,5,76.74,-2.2093930544441767
CNCCNC,88.15399999999998,-0.5748,2,2,24.06,-2.915309369089046
COONNONNNC,153.142,-2.3511999999999986,5,8,87.84,-3.700713389116748
OCNNONNCNNCN,181.20000000000002,-4.060899999999998,8,9,127.66,-3.448429694520496
NOCNCOCOOCONN,198.179,-2.3439999999999985,4,9,122.25000000000001,-2.134528265141015
NCNCONCNOCCNON,210.23799999999997,-3.1554999999999973,6,9,127.85000000000001,-1.8176363528441049
CNNCO,76.099,-1.3398,3,3,44.29,-1.9506183072282195
NCONN,77.087,-1.7024999999999997,3,4,73.3,-0.7592999412235748
ONONCNCNCCNN,180.21200000000002,-3.0410999999999984,7,8,115.63,-2.8418643819849296
CNONCOCC,120.152,-0.3640000000000003,2,4,42.519999999999996,-1.8983956544853664
ONNNO,79.059,-1.6364,5,5,76.55,-2.816545359725118
COCNCNCNCN,148.21,-1.8096999999999976,4,5,71.34,-1.297700118222684
CCOCNNNOC,135.167,-0.8593999999999993,3,5,54.55,-2.164162977923432
NOOCCONNNNO,169.14100000000002,-2.767499999999999,6,9,122.06000000000002,-2.3358153673537045
ONCCCNOOCOO,168.149,-0.7448000000000004,4,7,92.21000000000001,-1.0840884932117039
NCONNCCCNNONNN,210.24200000000005,-3.7727999999999984,8,10,142.68,-2.3429392032173575
ONNCNNNOONONO,201.14300000000003,-3.7806999999999986,9,12,152.35999999999999,-0.627042714852696
NOCCONOOCO,154.12199999999999,-1.7890999999999997,3,7,95.20000000000002,-0.9627600888153613
CCOONOOOCOC,169.13299999999998,-0.1422000000000001,1,7,67.41000000000001,-3.4386502352872004
NOCCOOCONNOO,185.13600000000002,-1.7871999999999995,4,9,116.46000000000002,-1.4223233774272057
CCNCCCCO,117.192,0.3683999999999999,2,2,32.26,-1.3730047553574334
CNNON,77.08700000000002,-1.4842999999999993,3,4,59.31,-1.4329334931929982
CNNCNCOCOCNCC,192.26299999999998,-1.227299999999998,4,6,66.58,-1.0795389158605326
NNNONOO,110.073,-2.2049000000000003,5,7,100.80000000000001,-1.0276058594899826
NCONNOCONNOC,183.168,-2.595299999999998,5,9,111.06000000000002,-2.251956043846735
NCOCNNCN,120.156,-2.112899999999999,4,5,85.33,-1.7141421370448182
ONNCNN,92.102,-2.1094,5,5,82.34,-0.9499757496089538
COCONONCOO,154.122,-1.0051999999999992,3,7,81.21000000000001,-0.924510699673937
NONNCO,93.086,-2.1642999999999994,4,5,79.54,-2.096972800263312
ONNOOCCNCNOOOC,214.178,-2.105699999999998,5,10,114.50000000000001,-1.2667911414706294
ONOOCOOOO,143.05100000000002,-0.8613,3,8,98.64000000000001,-1.4699355417538291
ONOOOOOON,144.039,-1.5715000000000003,3,9,113.66000000000001,-1.9474617260287699
CNCOC,75.111,-0.19030000000000014,1,2,21.259999999999998,-3.849556526937289
OCNCNNNNNNNCNO,211.23000000000005,-4.963199999999999,11,11,148.73,-2.8035088854226116
NCOCCON,106.12500000000001,-1.1905000000000001,2,4,70.5,-4.0403739514506825
NCNNNOOON,139.11499999999998,-2.8301,5,8,115.82000000000001,-1.2178513387802674
CNCNCNCOCOCC,177.24799999999996,-0.7318999999999989,3,5,54.55,-1.46545540472325
NNCOONNONNOCN,199.171,-3.846799999999999,7,11,149.11,-1.3207085403148935
CCOOOON,109.081,-0.30859999999999993,1,5,62.94,-2.9636313558642318
CNNCN,75.11500000000001,-1.3733999999999997,3,3,50.08,-1.6596180341248532
ONOOOCOCONN,171.109,-1.913499999999999,4,9,116.46000000000001,-2.0461150066305227
COONCOOCNN,153.138,-1.604499999999999,3,7,87.0,-0.5121996289379314
OCNOCCCCNC,148.20600000000002,-0.5429999999999999,3,4,53.519999999999996,-1.824675108484842
OOOCNNNNCCC,166.18099999999998,-1.1215,5,7,86.81,-3.399397621458398
ONOOCCCOCO,153.13400000000001,-0.8151000000000002,3,6,80.18,-1.8512731116083723
